action,FOLD,CALL/CHECK,BETS/RAISE,pot,stack,active player
Raises,0,0,1,21.25,29.450000000000003,2
Checks,0,1,0,0.25,114.34,2
Checks,0,0,0,0.25,42.07,2
Checks,0,1,0,26.25,29.270000000000003,2
Checks,0,0,0,26.25,101.09,2
Folds,0,0,1,5.25,125.59,2
Bets,0,0,0,2.25,25.02,2
Checks,0,0,0,0.25,34.9,2
Checks,0,1,0,0.25,17.0,2
Checks,0,1,0,8.25,30.15,2
Checks,0,0,0,8.25,13.7,2
Bets,0,0,0,0.25,31.17,2
Folds,0,0,1,1.25,19.03,2
Checks,0,0,0,0.5,130.39,1
Calls,0,1,1,1.5,129.39,1
Bets,0,1,0,0.5,26.12,1
Checks,0,1,0,0.25,34.5,2
Checks,0,0,0,0.25,194.0,2
Checks,0,0,0,11.25,25.12,2
Checks,0,1,0,11.25,14.879999999999999,2
Checks,0,0,0,0.25,24.62,2
Checks,0,1,0,0.25,25.88,2
Checks,0,1,0,5.25,22.12,2
Checks,0,0,0,5.25,23.33,2
Bets,0,0,0,11.25,10.370000000000001,2
Calls,0,0,1,17.25,16.78,2
Checks,0,1,0,2.25,32.12,2
Checks,0,0,0,2.25,15.530000000000001,2
Checks,0,0,0,0.25,45.65,2
Folds,0,1,1,1.25,45.65,2
Bets,0,1,0,0.25,181.2,2
Checks,0,0,0,0.25,37.35,2
Checks,0,1,0,0.25,189.9,2
Bets,0,0,0,11.25,18.82,2
Folds,0,0,1,17.25,13.329999999999998,2
Bets,0,0,0,2.25,20.68,2
Calls,0,0,1,5.25,53.0,2
Bets,0,1,0,11.25,24.07,2
Checks,0,0,0,11.25,7.529999999999999,2
Calls,0,1,1,17.25,1.5299999999999994,2
Checks,0,1,0,0.25,38.1,2
Checks,0,0,0,0.25,189.1,2
Folds,0,0,1,17.25,42.79,2
Bets,0,0,0,8.25,8.21,2
Checks,0,0,0,11.25,35.79,2
Checks,0,1,0,11.25,20.61,2
Bets,0,0,0,5.25,29.04,2
Calls,0,0,1,8.25,26.810000000000002,2
Folds,0,0,1,0.75,29.58,2
Bets,0,0,0,0.25,19.45,2
Checks,0,0,0,0.25,36.0,2
Checks,0,1,0,0.25,43.3,2
Bets,0,0,0,2.25,37.94,2
Calls,0,0,1,3.75,23.31,2
Checks,0,0,0,0.25,37.43,2
Folds,0,1,1,1.75,37.43,2
Bets,0,1,0,0.25,40.27,2
Folds,0,0,1,11.25,40.74,2
Bets,0,0,0,5.25,13.96,2
Bets,0,0,0,1.25,39.49,2
Calls,0,0,1,1.75,23.91,2
Checks,0,1,0,2.25,37.74,2
Checks,0,0,0,2.25,25.51,2
Folds,0,0,1,3.75,35.63,2
Bets,0,0,0,2.25,39.97,2
Checks,0,0,0,0.25,37.49,2
Checks,0,1,0,0.25,27.61,2
Checks,0,1,0,3.25,32.13,2
Checks,0,0,0,3.25,43.67,2
Checks,0,1,0,0.25,36.74,2
Checks,0,0,0,0.25,28.26,2
Checks,0,0,0,8.25,31.68,2
All-In,0,1,1,25.25,0.5,2
Bets,0,1,0,8.25,21.92,2
Calls,0,1,2,56.43,7.740000000000002,2
Checks,0,0,0,0.25,36.49,2
Checks,0,1,0,0.25,28.46,2
Checks,0,1,0,17.25,27.439999999999998,2
Checks,0,0,0,17.25,20.41,2
Checks,0,1,0,0.25,27.04,2
Checks,0,0,0,0.25,37.01,2
Bets,0,0,0,11.25,15.29,2
Calls,0,0,1,17.25,25.71,2
Checks,0,0,0,5.25,13.14,2
Checks,0,1,0,5.25,45.16,2
Bets,0,1,0,2.25,9.89,2
Checks,0,0,0,2.25,49.56,2
Folds,0,1,1,3.75,49.56,2
Bets,0,0,0,8.25,85.0,2
Calls,0,0,2,26.25,79.0,2
Raises,0,0,1,14.25,160.65,2
Checks,0,1,0,26.25,65.25,2
Checks,0,0,0,26.25,179.9,2
Checks,0,0,0,11.25,59.5,2
Checks,0,1,0,11.25,200.15,2
Checks,0,0,0,2.25,59.25,2
Calls,0,1,1,5.25,56.25,2
Bets,0,1,0,2.25,205.9,2
Checks,0,0,0,2.25,54.55,2
Checks,0,1,0,2.25,212.8,2
