action,FOLD,CALL/CHECK,BETS/RAISE,pot,stack,active player
Checks,0,0,0,5.25,141.75,2
Calls,0,1,1,8.25,138.75,2
Calls,0,0,1,6.25,50.6,2
Bets,0,0,0,2.25,144.5,2
Checks,0,1,0,0.25,59.6,2
Checks,0,0,0,0.25,145.0,2
Checks,0,0,0,6.25,55.35,2
Checks,0,1,0,6.25,143.1,2
Folds,0,0,1,12.25,47.1,2
Bets,0,0,0,8.25,144.85,2
Checks,0,1,0,0.25,20.0,2
Checks,0,0,0,0.25,156.65,2
Checks,0,0,0,0.5,51.95,1
Checks,0,1,0,0.5,22.78,1
Bets,0,0,0,0.25,80.15,2
Folds,0,0,1,1.25,17.2,2
Bets,0,1,0,0.25,38.1,2
Checks,0,0,0,0.25,137.15,2
Folds,0,1,1,0.75,137.15,2
Bets,0,1,0,8.25,125.4,2
Folds,0,1,2,29.25,125.4,2
Checks,0,0,0,8.25,35.3,2
Raises,0,1,1,15.25,21.299999999999997,2
Folds,0,0,1,7.25,126.69999999999999,2
Bets,0,0,0,3.25,41.3,2
Checks,0,1,0,0.25,48.35,2
Checks,0,0,0,0.25,126.45,2
Bets,0,1,0,1.25,47.3,2
Checks,0,0,0,1.25,125.95,2
Calls,0,1,1,1.75,125.45,2
Bets,0,1,0,1.25,48.15,2
Calls,0,1,2,4.75,45.65,2
Checks,0,0,0,1.25,124.95,2
Raises,0,1,1,1.75,121.95,2
Checks,0,1,0,0.25,53.7,2
Checks,0,0,0,0.25,120.45,2
Bets,0,1,0,20.25,95.7,2
Checks,0,0,0,20.25,47.1,2
Calls,0,1,1,31.25,36.1,2
Bets,0,1,0,1.25,18.25,2
Checks,0,0,0,1.25,173.55,2
Folds,0,1,1,1.75,173.55,2
Calls,0,0,1,3.75,170.8,2
Bets,0,0,0,3.25,18.4,2
Bets,0,1,0,0.25,19.5,2
Checks,0,0,0,0.25,172.9,2
Folds,0,1,1,0.75,172.9,2
Checks,0,1,0,0.25,23.85,2
Checks,0,0,0,0.25,168.65,2
Checks,0,1,0,5.25,166.35,2
Checks,0,0,0,5.25,21.1,2
Bets,0,1,0,11.25,153.85,2
Checks,0,0,0,11.25,21.25,2
Calls,0,1,1,17.25,15.25,2
Bets,0,1,0,0.25,16.75,2
Checks,0,0,0,0.25,174.35,2
Calls,0,1,1,0.75,173.85,2
Calls,0,0,1,2.25,30.200000000000003,2
Bets,0,0,0,0.25,156.75,2
Calls,0,0,1,3.75,150.0,2
Bets,0,0,0,3.25,36.45,2
Checks,0,1,0,0.25,40.9,2
Checks,0,0,0,0.25,149.25,2
Bets,0,1,0,1.25,39.3,2
Calls,0,1,2,3.75,37.8,2
Checks,0,0,0,1.25,149.2,2
Raises,0,1,1,1.75,147.2,2
Bets,0,1,0,0.25,34.15,2
Checks,0,0,0,0.25,154.7,2
Folds,0,1,1,0.75,154.7,2
Calls,0,0,1,3.75,149.45,2
Bets,0,0,0,3.25,35.55,2
Checks,0,1,0,0.25,29.8,2
Checks,0,0,0,0.25,158.7,2
Bets,0,1,0,1.25,26.25,2
Checks,0,0,0,1.25,159.05,2
Folds,0,1,1,3.25,159.05,2
Bets,0,1,0,5.25,142.55,2
Calls,0,1,2,17.25,138.55,2
Checks,0,0,0,5.25,51.37,2
Raises,0,1,1,9.25,43.37,2
Checks,0,1,0,0.25,81.12,2
Checks,0,0,0,0.25,121.3,2
Checks,0,1,0,0.25,77.87,2
Checks,0,0,0,0.25,124.2,2
Bets,0,1,0,10.25,69.47,2
Checks,0,0,0,10.25,117.45,2
Folds,0,1,1,15.25,117.45,2
Bets,0,1,0,1.25,81.22,2
Folds,0,1,2,5.75,81.22,2
Checks,0,0,0,1.25,118.55,2
Raises,0,1,1,1.75,114.55,2
Bets,0,0,0,3.25,40.05,2
Folds,0,0,1,6.25,41.57,2
Calls,0,0,1,41.25,89.15,2
Bets,0,0,0,20.25,49.97,2
Bets,0,1,0,12.25,156.99,2
Checks,0,0,0,12.25,29.18,2
Calls,0,1,1,14.25,27.18,2
Checks,0,1,0,5.25,167.49,2
Checks,0,0,0,5.25,91.55,2
Checks,0,1,0,0.25,176.74,2
Checks,0,0,0,0.25,86.8,2
Bets,0,1,0,5.25,172.19,2
Checks,0,0,0,5.25,84.3,2
Calls,0,1,1,7.25,82.3,2
Checks,0,1,0,0.25,181.44,2
Checks,0,0,0,0.25,81.55,2
Calls,0,0,1,6.75,78.25,2
Bets,0,0,0,6.25,177.69,2
Bets,0,1,0,2.25,184.14,2
Checks,0,0,0,2.25,75.6,2
Calls,0,1,1,2.75,75.1,2
Raises,0,0,1,18.25,149.89,2
Folds,0,0,3,111.6,149.89,2
Bets,0,0,0,10.25,73.85,2
All-In,0,0,2,38.25,0.5,2
Checks,0,1,0,2.25,46.9,2
Checks,0,0,0,2.25,210.49,2
Checks,0,1,0,0.25,220.84,2
Checks,0,0,0,0.25,74.44,2
Bets,0,1,0,8.25,62.69,2
Checks,0,0,0,8.25,217.54,2
Calls,0,1,1,15.25,210.54,2
Calls,0,0,1,4.25,189.79,2
Bets,0,0,0,2.25,98.94,2
Checks,0,1,0,0.25,194.44,2
Checks,0,0,0,0.25,99.79,2
Raises,0,0,1,13.25,178.44,2
Bets,0,0,0,8.25,92.64,2
Calls,0,0,2,23.25,87.64,2
Checks,0,1,0,3.25,203.44,2
Checks,0,0,0,3.25,86.99,2
Calls,0,0,1,17.25,76.44,2
Bets,0,0,0,8.25,190.49,2
Checks,0,0,0,7.25,97.6,2
Calls,0,1,1,13.75,91.1,2
Bets,0,1,0,7.25,87.55,2
Bets,0,0,0,2.25,13.25,2
Folds,0,0,1,2.75,35.25,2
Checks,0,0,0,2.25,194.15,2
Checks,0,1,0,2.25,98.75,2
Bets,0,0,0,0.5,63.099999999999994,1
Calls,0,0,1,1.5,58.78,1
Checks,0,0,0,0.25,58.78,2
Checks,0,1,0,0.25,22.15,2
Checks,0,1,0,0.25,58.98,2
Checks,0,0,0,0.25,21.85,2
Checks,0,0,0,0.5,74.97,1
Checks,0,1,0,0.5,14.13,1
Checks,0,0,0,0.25,59.68,2
Checks,0,1,0,0.25,21.1,2
Checks,0,0,0,0.25,53.14,2
Folds,0,1,1,2.25,53.14,2
Bets,0,1,0,0.25,13.850000000000001,2
Checks,0,0,0,0.25,46.74,2
Folds,0,1,1,0.75,46.74,2
Bets,0,1,0,0.25,20.0,2
Bets,0,1,0,2.25,40.24,2
Checks,0,0,0,2.25,22.45,2
Calls,0,1,1,4.75,19.95,2
Checks,0,0,0,1.25,45.59,2
Checks,0,1,0,1.25,20.1,2
Checks,0,1,0,1.25,43.59,2
Checks,0,0,0,1.25,43.84,2
Checks,0,0,0,1.25,46.6,2
Checks,0,1,0,1.25,13.25,2
Bets,0,0,0,7.25,38.1,2
Calls,0,0,1,11.25,7.6,2
Bets,0,0,0,0.25,49.1,2
Folds,0,0,1,0.75,28.5,2
Checks,0,0,0,0.25,49.8,2
Checks,0,1,0,0.25,28.25,2
Bets,0,0,0,0.25,49.3,2
Calls,0,0,1,0.75,27.7,2
Checks,0,0,0,1.25,53.6,2
Checks,0,1,0,1.25,22.95,2
Folds,0,0,1,2.25,55.95,2
Bets,0,0,0,0.25,19.45,2
Bets,0,1,0,7.25,43.7,2
Checks,0,0,0,7.25,22.0,2
Calls,0,1,1,10.25,19.0,2
Calls,0,0,1,3.25,55.7,2
Bets,0,0,0,2.25,35.5,2
Checks,0,0,0,1.25,54.95,2
Calls,0,1,1,1.75,54.45,2
Bets,0,1,0,1.25,38.5,2
Checks,0,1,0,0.25,23.9,2
Checks,0,0,0,0.25,20.6,2
Bets,0,1,0,0.25,20.9,2
Checks,0,0,0,0.25,22.4,2
Calls,0,1,1,1.25,21.4,2
Bets,0,0,0,4.25,19.0,2
Folds,0,0,1,5.25,20.0,2
Bets,0,0,0,2.25,22.95,2
Folds,0,0,1,3.25,17.75,2
Checks,0,0,0,0.25,47.85,2
Checks,0,1,0,0.25,51.1,2
Bets,0,1,0,2.25,23.55,2
Checks,0,0,0,2.25,16.5,2
Calls,0,1,1,3.75,15.0,2
Bets,0,0,0,0.25,22.8,2
Calls,0,0,1,0.75,19.45,2
Bets,0,1,0,5.25,18.5,2
Checks,0,0,0,5.25,13.45,2
Calls,0,1,1,11.25,7.449999999999999,2
Bets,0,0,0,2.25,40.65,2
Calls,0,0,1,4.25,60.25,2
Calls,0,0,1,105.9,20.750000000000007,2
All-In,0,0,0,73.25,0.5000000000000071,2
Checks,0,0,0,8.25,15.55,2
Calls,0,1,1,13.25,10.55,2
Bets,0,1,0,8.25,130.0,2
Checks,0,0,0,10.25,44.75,2
Checks,0,1,0,10.25,43.1,2
Bets,0,0,0,8.25,37.4,2
Calls,0,0,1,14.25,49.0,2
Checks,0,0,0,6.25,156.05,2
Checks,0,1,0,6.25,97.0,2
Bets,0,1,0,2.25,33.65,2
Checks,0,0,0,2.25,68.25,2
Calls,0,1,1,4.25,66.25,2
Checks,0,0,0,12.25,45.15,2
Checks,0,1,0,12.25,48.25,2
Checks,0,0,0,2.25,19.0,2
Checks,0,1,0,2.25,156.45,2
Calls,0,0,1,3.75,159.9,2
Bets,0,0,0,2.25,93.15,2
Checks,0,0,0,2.25,56.45,2
Checks,0,1,0,2.25,38.7,2
Checks,0,1,0,13.25,37.9,2
Checks,0,0,0,13.25,54.0,2
Checks,0,0,0,12.75,53.05,2
Checks,0,1,0,12.75,51.45,2
Checks,0,0,0,6.25,27.65,2
Checks,0,1,0,6.25,70.75,2
Checks,0,1,0,24.25,159.25,2
Checks,0,0,0,24.25,74.15,2
Bets,0,1,0,0.25,19.4,2
Checks,0,0,0,0.25,157.3,2
Folds,0,1,1,0.75,157.3,2
Checks,0,0,0,8.25,16.6,2
Checks,0,1,0,8.25,152.55,2
Checks,0,1,0,0.25,34.85,2
Checks,0,0,0,0.25,69.0,2
Bets,0,1,0,0.25,23.15,2
Checks,0,0,0,0.25,153.05,2
Folds,0,1,1,0.75,153.05,2
Checks,0,0,0,8.25,20.35,2
Calls,0,1,1,14.25,14.350000000000001,2
Bets,0,1,0,8.25,142.3,2
Checks,0,0,0,6.25,61.5,2
Checks,0,1,0,6.25,48.6,2
Checks,0,1,0,4.25,32.1,2
Checks,0,0,0,4.25,140.05,2
Checks,0,0,0,2.25,40.35,2
Calls,0,1,1,5.25,37.35,2
Bets,0,1,0,2.25,130.3,2
Checks,0,1,0,19.25,51.25,2
Checks,0,0,0,19.25,45.5,2
Checks,0,1,0,0.25,42.75,2
Checks,0,0,0,0.25,131.85,2
Bets,0,1,0,0.25,50.0,2
Checks,0,0,0,0.25,64.25,2
Folds,0,1,1,1.25,64.25,2
Calls,0,0,1,1.25,40.5,2
Bets,0,0,0,0.25,131.55,2
Bets,0,1,0,2.25,51.35,2
