action,FOLD,CALL/CHECK,BETS/RAISE,pot,stack,active player
Calls,0,2,1,1.75,12.45,3
Checks,0,1,0,0.5,7.09,1
Checks,0,0,0,0.5,47.25,1
Checks,0,1,0,0.75,48.67,3
Checks,0,2,0,0.75,13.0,3
Checks,0,0,0,0.75,34.97,3
Bets,0,2,0,3.5,13.2,3
Checks,0,1,0,3.5,47.76,3
Folds,2,2,1,7.5,47.76,1
Checks,0,0,0,3.5,60.05,3
Folds,1,2,1,7.5,60.05,2
Folds,0,2,1,7.5,94.74,3
Bets,0,1,0,0.5,36.8,1
Checks,0,0,0,0.5,103.13,1
Folds,0,1,1,1.0,103.13,1
Checks,0,0,0,0.5,53.95,1
Folds,0,1,1,1.5,53.95,1
Bets,0,1,0,0.5,78.37,1
Checks,0,1,0,0.5,26.08,1
Checks,0,0,0,0.5,24.64,1
Bets,0,0,0,0.5,128.31,2
Calls,0,0,1,1.5,14.2,2
Bets,0,0,0,11.25,85.2,2
Folds,0,0,1,21.25,62.75,2
Checks,0,1,0,0.25,62.75,2
Checks,0,0,0,0.25,16.05,2
Calls,0,0,1,5.5,48.25,1
Bets,0,0,0,4.0,30.28,1
Checks,0,0,0,0.75,119.74,3
Checks,0,1,0,0.75,45.9,3
Checks,0,2,0,0.75,15.670000000000002,3
Bets,0,0,0,0.75,121.44,3
Folds,0,0,1,2.25,45.15,3
Calls,1,0,1,2.25,31.369999999999997,2
Bets,0,0,0,0.5,116.19,2
Calls,0,0,1,1.75,42.65,2
Checks,0,0,0,0.25,119.04,2
Folds,0,1,1,1.25,119.04,2
Bets,0,1,0,0.25,41.65,2
Folds,0,0,1,2.75,118.54,2
Bets,0,0,0,2.25,36.72,2
Checks,0,0,0,2.25,126.14,2
Folds,0,1,1,4.25,126.14,2
Bets,0,1,0,2.25,17.0,2
Bets,0,1,0,3.25,120.14,2
Checks,0,0,0,3.25,19.85,2
Folds,0,1,1,7.25,19.85,2
Checks,0,1,0,0.25,127.94,2
Checks,0,0,0,0.25,46.92,2
Checks,0,0,0,0.75,127.19,3
Checks,0,1,0,0.75,19.6,3
Checks,0,2,0,0.75,47.12,3
Bets,0,1,0,0.5,49.85,2
Checks,0,0,0,0.5,70.15,2
Folds,0,1,1,1.75,70.15,2
Bets,0,0,0,0.25,37.0,2
Folds,0,0,1,1.75,148.67,2
Checks,0,0,0,12.75,124.07,2
Folds,0,1,1,15.25,124.07,2
Bets,0,1,0,12.75,18.54,2
Checks,0,0,0,0.5,91.9,2
Folds,0,1,1,2.0,91.9,2
Bets,0,1,0,0.5,37.2,2
Checks,0,1,0,3.0,122.07,2
Checks,0,0,0,3.0,32.64,2
Calls,0,0,1,5.75,123.67,3
Calls,0,1,1,6.25,17.05,3
Bets,0,0,0,5.25,29.89,3
Checks,0,0,0,9.75,116.92,3
Folds,1,1,1,20.25,116.92,2
Bets,0,1,0,9.75,13.399999999999999,3
Folds,0,1,1,20.25,26.14,3
Bets,0,1,0,2.25,113.42,2
Checks,0,0,0,2.25,44.39,2
Calls,0,1,1,5.25,41.39,2
Checks,0,0,0,3.0,31.9,2
Checks,0,1,0,3.0,56.04,2
Checks,0,0,0,0.25,34.75,2
Checks,0,1,0,0.25,56.04,2
Checks,0,1,0,2.25,102.67,2
Checks,0,0,0,2.25,55.24,2
Bets,0,1,0,2.75,25.23,2
Checks,0,0,0,2.75,51.75,2
Folds,0,1,1,4.5,51.75,2
Checks,0,1,0,0.25,30.33,2
Checks,0,0,0,0.25,19.25,2
Bets,0,1,0,0.25,19.5,2
Checks,0,0,0,0.25,19.25,2
Folds,0,1,1,0.75,19.25,2
Checks,0,0,0,0.25,20.2,2
Folds,0,1,1,1.75,20.2,2
Bets,0,1,0,0.25,18.95,2
Folds,0,1,0,0.75,29.85,3
Bets,1,1,0,0.75,77.01,2
Checks,0,0,0,0.75,93.2,3
Folds,1,1,1,2.25,93.2,2
Bets,0,1,0,0.25,38.1,2
Checks,0,0,0,0.25,92.2,2
Folds,0,1,1,1.25,92.2,2
Calls,0,0,1,21.25,40.25,2
Bets,0,0,0,10.25,114.99000000000001,2
Checks,0,0,0,0.5,64.75,2
Checks,0,1,0,0.5,19.1,2
Calls,0,0,1,9.75,154.68,2
Bets,0,0,0,5.75,66.25,2
Bets,0,0,0,1.25,7.25,3
All-In,0,0,2,7.25,0.5,3
Raises,0,0,1,3.25,15.75,3
Folds,0,0,3,14.0,15.75,3
Bets,0,0,0,0.5,99.5,2
Calls,0,0,2,2.0,99.0,2
Raises,0,0,1,1.0,14.0,2
Checks,0,1,0,0.5,99.8,1
Checks,0,0,0,0.5,38.56,1
Checks,0,1,0,4.5,141.06,3
Folds,1,2,1,7.5,141.06,2
Checks,0,0,0,4.5,22.5,3
Folds,0,2,1,7.5,22.5,3
Bets,0,2,0,4.5,78.65,3
Bets,0,0,0,0.25,11.75,2
Calls,0,0,1,1.25,34.32,2
Checks,0,1,0,2.75,135.16,2
Checks,0,0,0,2.75,16.88,2
Checks,0,2,0,0.5,128.89,2
Checks,0,0,0,0.5,101.18,2
Checks,0,1,0,0.5,20.0,2
Bets,0,0,0,2.25,98.8,2
Calls,0,0,1,5.25,152.0,2
Bets,0,1,0,0.75,44.33,3
Folds,0,1,1,2.25,110.65,3
Checks,0,0,0,0.75,146.75,3
Calls,1,1,1,2.25,145.25,2
Checks,0,0,0,8.5,12.149999999999999,1
Folds,0,1,1,17.5,12.149999999999999,1
Bets,0,1,0,8.5,77.72,1
Checks,0,0,0,0.5,13.1,2
Checks,0,1,0,0.5,46.77,2
Bets,0,0,0,4.25,61.2,2
Folds,0,0,1,9.25,118.2,2
Calls,0,0,1,5.75,88.9,2
Bets,0,0,0,3.25,113.45,2
Checks,0,0,0,0.5,45.5,2
Checks,0,1,0,0.5,18.8,2
Checks,0,0,0,0.25,51.85,2
Checks,0,1,0,0.25,27.53,2
Folds,1,0,1,2.25,52.05,2
Folds,0,0,1,2.25,63.12,3
Bets,0,0,0,0.75,25.28,3
Bets,0,0,0,0.25,51.55,2
Folds,0,0,1,0.75,27.98,2
Bets,0,1,0,1.5,51.25,2
Checks,0,0,0,1.5,61.87,2
Folds,0,1,1,2.0,61.87,2
Bets,0,1,0,2.25,37.25,3
Checks,0,0,0,2.25,133.6,3
Folds,0,1,1,4.25,133.6,3
Bets,0,1,0,2.75,53.9,2
Checks,0,0,0,2.75,10.13,2
Folds,0,1,1,3.75,10.13,2
Bets,0,2,0,0.75,100.5,3
Checks,0,0,0,0.75,49.45,3
Folds,0,2,1,2.25,49.45,3
Checks,0,1,0,0.75,19.45,3
Folds,1,2,1,2.25,19.45,2
Checks,0,1,0,1.75,48.2,2
Checks,0,0,0,1.75,18.2,2
Checks,0,0,0,0.5,50.6,2
Checks,0,1,0,0.5,17.45,2
Bets,0,0,0,0.25,50.05,2
Folds,0,0,1,1.25,17.45,2
Checks,0,1,0,0.25,102.7,2
Checks,0,0,0,0.25,16.7,2
Bets,0,1,0,3.75,52.42,2
Checks,0,0,0,3.75,5.11,2
Folds,0,1,1,8.75,5.11,2
Checks,0,0,0,3.0,12.2,2
Calls,0,1,1,5.0,10.2,2
Bets,0,1,0,3.0,69.85,2
Checks,0,0,0,4.0,23.8,1
Raises,0,1,1,7.5,16.8,1
Bets,0,1,0,4.0,139.3,1
Calls,0,1,2,14.5,135.8,1
Checks,0,0,0,0.75,6.95,3
Calls,0,2,1,1.25,6.45,3
Bets,0,2,0,0.75,17.25,3
Checks,0,1,0,0.75,79.5,3
Folds,0,3,1,1.75,79.5,3
Checks,0,1,0,1.5,45.45,2
Checks,0,0,0,1.5,16.3,2
Checks,0,0,0,0.25,19.15,2
Folds,0,1,1,0.75,19.15,2
Bets,0,1,0,0.25,100.6,2
Checks,0,1,0,0.5,18.4,2
Checks,0,0,0,0.5,9.45,2
Checks,0,1,0,0.25,19.6,2
Checks,0,0,0,0.25,8.7,2
Checks,0,0,0,0.25,93.05,2
Checks,0,1,0,0.25,100.0,2
Checks,0,1,0,0.5,7.45,2
Checks,0,0,0,0.5,101.3,2
Bets,0,1,0,0.5,19.25,2
Checks,0,0,0,0.5,4.7,2
Calls,0,1,1,1.0,4.2,2
Checks,0,0,0,1.5,21.35,2
Calls,0,1,1,2.4,20.450000000000003,2
Bets,0,1,0,1.5,102.35,2
Bets,0,1,0,2.0,46.21,1
Checks,0,0,0,2.0,146.59,1
Folds,0,1,1,3.25,146.59,1
Checks,0,1,0,0.5,29.7,1
Checks,0,0,0,0.5,56.77,1
Checks,0,1,0,0.25,142.31,2
Checks,0,0,0,0.25,18.75,2
Bets,0,0,0,12.25,34.4,2
Folds,0,0,2,54.25,34.4,2
Raises,0,0,1,21.25,142.06,2
Folds,1,0,1,2.5,52.32,1
Bets,0,0,0,1.0,97.6,2
Folds,0,0,1,2.5,107.2,2
Bets,0,0,0,6.0,25.5,2
Folds,0,0,1,10.0,38.35,2
Bets,0,1,0,3.0,43.6,2
Checks,0,0,0,3.0,37.1,2
Folds,0,1,1,5.4,37.1,2
Checks,0,0,0,0.25,48.63,2
Checks,0,1,0,0.25,20.0,2
Checks,0,1,0,1.75,48.78,2
Checks,0,0,0,1.75,18.25,2
Bets,0,1,0,0.25,29.25,3
Checks,0,0,0,0.25,50.0,3
Folds,0,1,1,0.75,50.0,3
Checks,0,1,0,0.25,51.63,2
Checks,0,0,0,0.25,142.6,2
Bets,0,0,0,0.25,50.83,2
Folds,0,0,1,1.25,17.5,2
Bets,0,1,0,0.5,50.78,2
Checks,0,0,0,0.5,142.35,2
Folds,0,1,1,1.75,142.35,2
Raises,0,0,1,2.75,48.23,3
Bets,0,0,0,2.25,140.6,3
Folds,1,0,2,7.25,140.6,2
Folds,0,0,2,7.25,15.75,3
Bets,0,0,0,0.75,53.78,3
Calls,0,1,1,3.75,138.35,3
Calls,0,0,1,2.25,14.25,3
Raises,1,0,1,1.25,57.73,2
Folds,0,0,1,1.25,138.35,3
Bets,0,0,0,0.75,13.0,3
Calls,1,0,2,2.25,12.5,2
Bets,0,1,0,0.25,53.73,2
Checks,0,0,0,0.25,137.6,2
Calls,0,1,1,0.75,137.1,2
Checks,0,0,0,0.75,50.98,3
Checks,0,2,0,0.75,140.05,3
Checks,0,1,0,0.75,18.75,3
Bets,0,0,0,0.75,65.65,3
Folds,0,0,1,2.25,66.05,3
Folds,1,0,1,2.25,15.1,2
Bets,0,1,0,0.25,139.55,2
Checks,0,0,0,0.25,18.0,2
Calls,0,1,1,0.75,17.5,2
Checks,0,0,0,0.25,52.18,2
Calls,0,1,1,0.75,51.68,2
Bets,0,1,0,0.25,33.75,2
Checks,0,1,0,0.25,51.85,2
Checks,0,0,0,0.25,15.1,2
Bets,0,2,0,0.75,53.13,3
Checks,0,1,0,0.75,122.05,3
Folds,1,2,1,2.25,122.05,2
Checks,0,0,0,0.75,31.0,3
Folds,0,2,1,2.25,31.0,3
Raises,0,0,1,5.77,6.5200000000000005,2
Bets,0,0,0,3.0,61.279999999999994,2
Folds,0,0,2,13.3,61.279999999999994,2
Raises,0,0,1,1.25,53.08,3
Bets,0,0,0,0.75,120.8,3
Folds,1,0,2,4.25,120.8,2
Folds,0,0,2,4.25,30.25,3
Checks,0,0,0,0.75,57.23,3
Checks,0,2,0,0.75,120.05,3
Checks,0,1,0,0.75,30.25,3
Bets,0,1,0,2.25,117.55,2
Checks,0,0,0,2.25,35.35,2
Calls,0,1,1,3.75,33.85,2
Bets,0,0,0,5.75,45.4,2
Folds,0,0,1,10.75,14.870000000000001,2
Raises,0,0,1,6.75,36.83,2
Bets,0,0,0,3.75,29.310000000000002,2
Folds,0,0,2,20.25,29.310000000000002,2
Bets,0,1,0,0.75,56.33,3
Checks,0,0,0,0.75,28.56,3
Folds,1,1,1,1.75,28.56,2
Folds,0,1,1,1.75,152.15,3
Bets,0,0,0,0.75,56.53,3
Calls,0,1,1,3.75,26.31,3
Calls,0,0,1,2.25,150.65,3
Bets,0,1,0,1.5,28.47,2
Checks,0,0,0,1.5,56.12,2
Calls,0,1,1,2.0,55.62,2
Bets,0,1,0,2.25,22.47,2
Checks,0,0,0,2.25,58.77,2
Folds,0,1,1,5.25,58.77,2
Bets,0,0,0,3.75,21.57,2
Folds,0,0,1,8.25,56.52,2
Raises,0,0,1,6.0,16.37,2
Bets,0,0,0,3.5,52.52,2
Calls,0,0,2,17.75,43.27,2
All-In,0,0,1,23.25,0.5000000000000018,2
Bets,0,0,0,11.25,51.42,2
Bets,0,1,0,0.25,83.89,3
Checks,0,0,0,0.25,148.4,3
Folds,0,1,1,0.75,148.4,3
Bets,0,1,0,1.5,20.279999999999998,2
Checks,0,0,0,1.5,48.97,2
Folds,0,1,1,2.62,48.97,2
Bets,0,1,0,2.25,19.55,2
Checks,0,0,0,2.25,47.22,2
Calls,0,1,1,5.25,44.22,2
Checks,0,1,0,0.25,70.45,2
Checks,0,0,0,0.25,5.7,2
Bets,0,1,0,0.5,32.56,2
Checks,0,0,0,0.5,19.8,2
Folds,0,1,1,1.0,19.8,2
Checks,0,0,0,0.5,33.95,2
Checks,0,1,0,0.5,102.89,2
Checks,0,0,0,1.75,33.01,2
Folds,0,1,1,4.25,33.01,2
Bets,0,1,0,1.75,15.55,2
Bets,0,1,0,1.25,27.13,2
Checks,0,0,0,1.25,30.65,2
Folds,0,1,1,1.75,30.65,2
Bets,0,1,0,0.25,47.75,2
Checks,0,0,0,0.25,19.2,2
Folds,0,1,1,1.25,19.2,2
Checks,0,1,0,2.25,99.5,3
Checks,0,2,0,2.25,16.0,3
Checks,0,0,0,2.25,82.81,3
Checks,0,1,0,0.5,50.75,2
Checks,0,0,0,0.5,104.9,2
Folds,0,0,1,5.75,66.54,1
Bets,0,0,0,3.0,61.56999999999999,1
Checks,0,1,0,0.25,145.08,2
Checks,0,0,0,0.25,13.65,2
Folds,0,0,1,1.25,142.28,2
Bets,0,0,0,0.25,14.3,2
Checks,0,0,0,0.25,83.17,2
Folds,0,1,1,1.25,83.17,2
Bets,0,1,0,0.25,49.23,2
Checks,0,0,0,0.25,85.05,2
Checks,0,1,0,0.25,25.0,2
Checks,0,0,0,1.25,65.3,2
Calls,0,1,1,1.75,64.8,2
Bets,0,1,0,1.25,19.23,2
Folds,0,0,1,1.75,34.63,2
Bets,0,0,0,1.25,16.98,2
Checks,0,0,0,1.75,33.38,2
Folds,0,1,1,4.25,33.38,2
Bets,0,1,0,1.75,15.629999999999999,2
Checks,0,0,0,5.25,64.6,2
Checks,0,1,0,5.25,18.03,2
Checks,0,0,0,0.75,18.75,3
Calls,0,2,1,1.75,17.75,3
Bets,0,2,0,0.75,15.350000000000001,3
Checks,0,1,0,0.75,75.0,3
Calls,0,3,1,2.75,74.0,3
Checks,0,2,0,0.75,63.849999999999994,3
Checks,0,1,0,0.75,33.13,3
Checks,0,0,0,0.75,22.98,3
Checks,0,1,0,6.0,116.28,2
Checks,0,2,0,6.0,17.2,2
Checks,0,0,0,6.0,72.65,2
Bets,0,0,0,0.75,102.3,3
Calls,1,0,1,1.25,32.75,2
Folds,0,0,1,1.25,46.25,3
Bets,0,1,0,0.5,27.009999999999998,2
Checks,0,0,0,0.5,23.52,2
Folds,0,1,1,1.12,23.52,2
Checks,0,0,0,0.25,22.77,3
Checks,0,1,0,0.25,28.83,3
Checks,0,0,0,2.5,15.879999999999999,1
Calls,0,1,1,4.0,14.379999999999999,1
Bets,0,1,0,2.5,127.09,1
Bets,0,2,0,0.75,20.27,3
Checks,0,1,0,0.75,20.0,3
Calls,1,2,1,2.25,18.5,2
Checks,0,0,0,0.75,19.75,3
Folds,0,2,1,2.25,19.75,3
Checks,0,0,0,4.5,107.34,3
Checks,0,2,0,4.5,106.1,3
Checks,0,1,0,4.5,114.71,3
Calls,0,0,1,2.62,32.78,2
Bets,0,0,0,1.5,24.91,2
Checks,0,1,0,3.0,7.869999999999999,2
Checks,0,0,0,3.0,31.53,2
Bets,0,0,0,10.5,98.52,2
Folds,0,0,1,16.12,104.34,2
Checks,0,0,0,39.0,95.59,2
Checks,0,1,0,39.0,85.84,2
Checks,0,1,0,0.75,20.0,3
Checks,0,0,0,0.75,34.9,3
Checks,0,2,0,0.75,33.6,3
Checks,0,0,0,0.25,23.85,2
Checks,0,1,0,0.25,30.1,2
Calls,0,1,1,1.25,27.15,3
Bets,0,1,0,0.75,34.15,3
Checks,0,0,0,0.75,25.35,3
Calls,0,2,1,1.75,24.85,3
Calls,0,0,1,0.75,26.65,2
Bets,0,0,0,0.25,35.75,2
Bets,0,2,0,0.75,58.95,3
Checks,0,0,0,0.75,20.0,3
Folds,0,2,1,1.75,20.0,3
Checks,0,1,0,0.75,20.0,3
Calls,1,2,1,1.75,19.0,2
Checks,0,0,0,0.25,28.7,2
Checks,0,1,0,0.25,24.6,2
Checks,0,0,0,1.5,121.0,3
Folds,1,2,1,2.5,121.0,2
Folds,0,1,1,2.0,82.49,3
Calls,1,1,1,2.0,51.64,2
Bets,0,1,0,1.5,31.880000000000003,3
Checks,0,1,0,0.25,20.0,2
Checks,0,0,0,0.25,18.75,2
Checks,0,0,0,0.25,133.3,2
Checks,0,1,0,0.25,68.0,2
Checks,0,1,0,0.25,93.38,2
Checks,0,0,0,0.25,91.97,2
Checks,0,0,0,3.25,91.38,2
Folds,0,1,1,6.25,91.38,2
Bets,0,1,0,3.25,87.92,2
Checks,0,1,0,0.5,20.2,2
Checks,0,0,0,0.5,25.0,2
Bets,0,1,0,6.75,14.5,3
Folds,0,1,1,14.25,32.35,3
Checks,0,0,0,6.75,76.25,3
Folds,1,1,1,14.25,76.25,2
Bets,0,1,0,0.25,18.45,2
Checks,0,0,0,0.25,26.6,2
Folds,0,1,1,0.75,26.6,2
Checks,0,1,0,0.5,18.65,1
Checks,0,0,0,0.5,20.0,1
Checks,0,1,0,0.25,28.65,2
Checks,0,0,0,0.25,27.41,2
Checks,0,1,0,0.25,27.15,2
Checks,0,0,0,0.25,105.83,2
Checks,0,1,0,0.25,98.95,2
Checks,0,0,0,0.25,10.83,2
Checks,0,1,0,0.25,112.06,2
Checks,0,0,0,0.25,23.45,2
Bets,0,0,0,0.25,27.65,2
Folds,0,0,1,0.75,20.0,2
Checks,0,0,0,0.5,102.05,2
Folds,0,1,1,1.0,102.05,2
Bets,0,1,0,0.5,35.95,2
Bets,0,1,0,0.25,111.65,2
Checks,0,0,0,0.25,37.65,2
Folds,0,1,1,1.25,37.65,2
Bets,0,0,0,0.75,111.35,3
Folds,0,0,1,2.25,101.3,3
Calls,1,0,1,2.25,35.4,2
Checks,0,1,0,0.25,115.4,2
Checks,0,0,0,0.25,34.65,2
Checks,0,0,0,0.5,101.3,2
Checks,0,1,0,0.5,34.85,2
Checks,0,0,0,2.25,17.75,2
Checks,0,1,0,2.25,17.7,2
Checks,0,2,0,0.75,4.25,3
Checks,0,1,0,0.75,100.0,3
Checks,0,0,0,0.75,31.2,3
Bets,0,0,0,0.25,100.65,2
Folds,0,0,1,0.75,4.25,2
Folds,1,0,1,1.25,3.0,2
Folds,0,0,1,1.25,101.85,3
Bets,0,0,0,0.75,29.95,3
Checks,0,0,0,1.0,24.95,2
Folds,0,2,1,2.5,24.95,2
Bets,0,2,0,1.0,18.0,2
Checks,0,1,0,1.0,19.45,2
Folds,1,2,1,2.5,19.45,1
Checks,0,0,0,0.25,39.15,2
Checks,0,1,0,0.25,28.37,2
Checks,0,0,0,0.5,68.95,1
Checks,0,1,0,0.5,18.75,1
Bets,0,0,0,0.25,48.75,2
Calls,0,0,1,0.75,38.35,2
Bets,0,1,0,0.75,35.25,3
Calls,0,1,1,2.25,48.4,3
Checks,0,0,0,0.75,37.6,3
Folds,0,2,1,3.75,37.6,3
Folds,0,1,1,2.75,39.6,3
Checks,0,0,0,2.25,45.9,3
Raises,1,1,1,2.75,43.9,2
Bets,0,1,0,2.25,36.35,3
Folds,1,1,2,4.75,36.35,2
Calls,0,0,1,4.25,45.45,2
Bets,0,0,0,1.75,32.6,2
Bets,0,0,0,0.25,52.1,2
Calls,0,0,1,0.75,31.85,2
Checks,0,0,0,2.75,100.5,2
Calls,0,1,1,5.0,98.25,2
Bets,0,1,0,2.75,91.17,2
Bets,0,0,0,3.75,14.25,2
Folds,0,0,1,8.25,15.899999999999999,2
Bets,0,1,0,0.5,21.05,2
Checks,0,0,0,0.5,15.9,2
Calls,0,1,1,1.75,14.65,2
Calls,0,0,1,2.75,28.72,3
Calls,0,1,1,3.25,19.51,3
Bets,0,0,0,2.25,7.279999999999999,3
Checks,0,0,0,2.5,49.32,1
Folds,0,1,1,5.5,49.32,1
Bets,0,1,0,2.5,56.63,1
Checks,0,1,0,0.25,31.11,2
Checks,0,0,0,0.25,36.07,2
Checks,0,0,0,3.75,191.9,3
Folds,0,2,1,4.25,191.9,3
Bets,0,2,0,3.75,110.85,3
Checks,0,1,0,3.75,33.4,3
Calls,1,2,1,4.25,32.9,2
Checks,0,0,0,0.25,92.75,3
Checks,0,1,0,0.25,24.0,3
Bets,0,1,0,0.25,109.85,2
Checks,0,0,0,0.25,37.4,2
Folds,0,1,1,1.25,37.4,2
Bets,0,1,0,0.5,109.3,2
Checks,0,0,0,0.5,37.15,2
Folds,0,1,1,1.75,37.15,2
Bets,0,1,0,3.25,64.0,2
Calls,0,1,2,10.75,61.5,2
Checks,0,0,0,3.25,16.95,2
Raises,0,1,1,5.75,11.95,2
Calls,0,0,1,35.949999999999996,53.89999999999999,3
Bets,0,0,0,22.949999999999996,197.35,3
Bets,0,0,0,4.5,87.23,3
Folds,1,0,1,5.5,195.35,2
Folds,0,0,1,5.5,10.12,3
Bets,0,1,0,5.75,82.98,2
Checks,0,0,0,5.75,6.869999999999999,2
All-In,0,1,1,12.75,0.2499999999999991,2
Bets,0,1,0,4.5,38.77,3
Calls,0,1,1,7.5,37.25,3
Checks,0,0,0,4.5,19.5,3
Folds,0,2,1,10.5,19.5,3
Checks,0,1,0,1.75,100.4,2
Checks,0,0,0,1.75,19.5,2
Checks,0,0,0,6.5,102.8,2
Checks,0,1,0,6.5,33.25,2
Checks,0,0,0,0.25,122.37,2
Calls,0,1,1,1.25,121.37,2
Bets,0,1,0,0.25,17.38,2
Calls,1,0,1,2.25,119.12,2
Folds,0,0,1,2.25,193.85,3
Bets,0,0,0,0.75,17.98,3
Checks,0,0,0,3.25,191.85,2
Checks,0,1,0,3.25,20.28,2
Bets,0,0,0,3.25,113.12,2
Folds,0,0,1,7.25,193.65,2
Bets,0,0,0,3.0,99.3,1
Folds,0,0,1,4.75,19.62,1
Checks,0,1,0,0.5,45.15,1
Checks,0,0,0,0.5,93.25,1
Checks,0,0,0,0.25,91.9,2
Folds,0,1,1,0.75,91.9,2
