action,FOLD,CALL/CHECK,BETS/RAISE,pot,stack,active player
Bets,0,0,0,3.5,53.62,2
Checks,0,1,0,0.25,70.45,2
Checks,0,0,0,0.25,5.7,2
Bets,0,0,0,0.5,33.45,2
Folds,0,0,1,1.0,102.89,2
Checks,0,1,0,0.5,50.75,2
Checks,0,0,0,0.5,104.9,2
Checks,0,1,0,0.25,145.08,2
Checks,0,0,0,0.25,13.65,2
Checks,0,0,0,0.25,85.05,2
Checks,0,1,0,0.25,25.0,2
Checks,0,0,0,3.25,64.3,2
Checks,0,1,0,3.25,18.73,2
Bets,0,0,0,3.75,13.25,3
Folds,1,0,1,8.25,15.350000000000001,2
Folds,0,0,1,8.25,74.0,3
Bets,0,1,0,3.75,60.349999999999994,2
Checks,0,0,0,3.75,31.630000000000003,2
Folds,0,1,1,5.75,31.630000000000003,2
Checks,0,1,0,6.0,116.28,2
Folds,1,2,1,12.5,116.28,1
Bets,0,2,0,6.0,10.7,2
Checks,0,0,0,6.0,72.65,2
Folds,0,2,1,12.5,72.65,2
Bets,0,0,0,4.75,99.3,2
Folds,0,0,2,10.25,99.3,2
Raises,0,0,1,6.25,27.25,2
Checks,0,0,0,0.25,22.77,3
Checks,0,1,0,0.25,28.83,3
All-In,0,0,0,5.5,0.4999999999999982,1
Folds,0,0,1,19.380000000000003,127.09,1
Checks,0,1,0,12.75,15.77,2
Checks,0,0,0,12.75,14.0,2
All-In,0,1,0,10.5,-8.881784197001252e-16,2
Checks,0,0,0,10.5,27.78,2
Calls,0,1,1,14.620000000000001,23.66,2
Bets,0,0,0,6.75,16.5,2
Calls,0,0,1,7.25,30.1,2
Bets,0,0,0,2.25,19.85,2
Calls,0,0,1,5.25,26.1,2
Folds,0,1,1,5.25,27.15,3
Bets,0,1,0,2.25,31.15,3
Checks,0,0,0,2.25,24.85,3
Folds,1,1,1,5.25,24.85,2
Calls,0,0,1,2.75,25.65,2
Bets,0,0,0,2.25,34.75,2
Checks,0,1,0,2.75,58.95,2
Checks,0,0,0,2.75,19.0,2
Checks,0,1,0,7.0,49.39,1
Checks,0,0,0,7.0,29.630000000000003,1
Bets,0,1,0,2.25,17.5,2
Checks,0,0,0,2.25,17.75,2
Folds,0,1,1,3.75,17.75,2
Checks,0,0,0,2.25,132.3,2
Folds,0,1,1,5.25,132.3,2
Bets,0,1,0,2.25,64.0,2
Checks,0,1,0,3.0,18.95,2
Checks,0,0,0,3.0,23.75,2
Bets,0,1,0,0.5,17.65,1
Checks,0,0,0,0.5,20.0,1
Folds,0,1,1,1.5,20.0,1
Folds,0,0,1,1.25,98.95,2
Bets,0,0,0,0.25,9.83,2
Checks,0,1,0,0.25,112.06,2
Checks,0,0,0,0.25,23.45,2
Checks,0,0,0,3.75,111.35,2
Checks,0,1,0,3.75,35.4,2
Folds,0,0,1,0.75,115.4,2
Bets,0,0,0,0.25,34.15,2
Checks,0,0,0,14.25,11.75,2
Calls,0,1,1,21.75,4.25,2
Bets,0,1,0,14.25,4.199999999999999,2
Checks,0,1,0,1.75,99.5,2
Checks,0,0,0,1.75,30.7,2
Checks,0,0,0,2.5,67.95,1
Folds,0,1,1,5.5,67.95,1
Bets,0,1,0,2.5,14.75,1
Bets,0,0,0,3.75,33.25,2
Calls,0,0,1,5.75,46.4,2
Bets,0,0,0,2.25,51.1,2
Calls,0,0,1,2.75,30.85,2
Bets,0,0,0,7.25,90.25,2
Folds,0,0,1,15.25,91.17,2
Raises,0,0,1,6.5,15.43,2
Bets,0,0,0,6.0,12.65,2
Calls,0,0,2,10.620000000000001,9.030000000000001,2
Checks,0,1,0,11.75,15.510000000000002,2
Checks,0,0,0,11.75,3.2799999999999994,2
Folds,0,0,1,7.5,110.85,2
Bets,0,0,0,4.75,30.15,2
Checks,0,0,0,0.25,92.75,3
Checks,0,1,0,0.25,24.0,3
Checks,0,0,0,21.740000000000002,33.150000000000006,2
Folds,0,1,1,32.980000000000004,33.150000000000006,2
Bets,0,1,0,21.740000000000002,20.39,2
Checks,0,1,0,6.75,97.9,2
Checks,0,0,0,6.75,17.0,2
Bets,0,0,0,16.5,97.3,2
Calls,0,0,2,26.869999999999997,87.92999999999999,2
Raises,0,0,1,17.0,18.380000000000003,2
Checks,0,1,0,3.75,119.12,2
Checks,0,0,0,3.75,17.98,2
Bets,0,0,0,0.25,79.37,2
Folds,0,0,1,0.75,99.75,2
Checks,0,0,0,0.5,155.35,1
Checks,0,1,0,0.5,87.0,1
Checks,0,1,0,1.75,113.65,2
Checks,0,0,0,1.75,23.75,2
Folds,0,0,1,5.0,30.32,1
Bets,0,0,0,2.5,77.13,1
Checks,0,2,0,0.75,40.6,3
Checks,0,1,0,0.75,18.5,3
Checks,0,0,0,0.75,20.0,3
Bets,0,1,0,0.5,57.31,2
Checks,0,0,0,0.5,22.5,2
Folds,0,1,1,2.5,22.5,2
Folds,0,0,1,1.25,60.51,2
Bets,0,0,0,0.25,20.75,2
Checks,0,0,0,0.25,59.76,2
Checks,0,1,0,0.25,58.5,2
Checks,0,1,0,0.25,98.55,2
Checks,0,0,0,0.25,19.25,2
Checks,0,1,0,26.75,42.75,2
Checks,0,0,0,26.75,52.230000000000004,2
Bets,0,0,0,7.0,23.58,2
Folds,0,1,1,8.0,46.75,2
Calls,0,0,1,7.5,167.89,2
Checks,0,0,0,0.5,28.85,2
Folds,0,1,1,1.75,28.85,2
Bets,0,1,0,0.5,24.3,2
Folds,0,0,0,0.25,42.89,2
Calls,0,0,1,3.0,67.75,2
Bets,0,0,0,2.5,54.18,2
Checks,0,1,0,8.05,63.85,2
Checks,0,0,0,8.05,53.58,2
Checks,0,0,0,7.25,93.4,2
Checks,0,1,0,7.25,70.05,2
Calls,0,0,1,3.75,94.3,2
Bets,0,0,0,2.25,73.1,2
Checks,0,0,0,0.5,92.4,2
Checks,0,1,0,0.5,72.35,2
Checks,0,1,0,4.75,18.0,2
Checks,0,0,0,4.75,27.23,2
Checks,0,1,0,3.0,102.65,2
Checks,0,0,0,3.0,65.95,2
Checks,0,0,0,8.25,102.51,2
Checks,0,1,0,8.25,190.42,2
Bets,0,0,0,1.7400000000000002,179.36999999999998,2
Folds,0,0,1,2.9800000000000004,131.34,2
Checks,0,0,0,14.25,175.25,3
Checks,0,1,0,14.25,124.34,3
Calls,0,0,1,0.75,65.67,2
Bets,0,0,0,0.25,48.75,2
Folds,0,0,1,6.75,102.85,2
Bets,0,0,0,4.25,36.05,2
Folds,1,0,1,2.25,17.62,2
Bets,0,0,0,0.75,53.43,3
Folds,0,0,1,2.25,106.88,3
Checks,0,0,0,3.25,101.35,2
Checks,0,1,0,3.25,41.55,2
Checks,0,1,0,3.25,99.35,2
Checks,0,0,0,3.25,43.35,2
Bets,0,1,0,0.25,40.9,2
Checks,0,0,0,0.25,37.1,2
Folds,0,1,1,1.0,37.1,2
Checks,0,1,0,2.5,153.12,2
Checks,0,0,0,2.5,7.199999999999999,2
Checks,0,1,0,0.25,153.12,2
Checks,0,0,0,0.25,9.55,2
Checks,0,1,0,2.25,67.48,3
Folds,1,2,1,5.25,67.48,2
Checks,0,0,0,2.25,84.75,3
Folds,0,2,1,5.25,84.75,3
Bets,0,2,0,2.25,108.41,3
Calls,0,0,1,5.25,64.77,2
Bets,0,0,0,2.25,35.55,2
Calls,0,0,1,2.25,36.4,2
Bets,0,0,0,1.75,19.0,2
Bets,0,0,0,4.25,34.75,2
Calls,0,0,1,6.75,15.5,2
Bets,0,0,0,0.25,66.7,2
Folds,0,0,1,0.75,19.98,2
Checks,0,1,0,2.75,43.79,2
Checks,0,0,0,2.75,72.03,2
Checks,0,0,0,12.25,64.88,2
Checks,0,1,0,12.25,14.0,2
Calls,0,0,1,15.25,55.629999999999995,2
Bets,0,0,0,12.75,17.1,2
Checks,0,1,0,0.75,88.69,3
Folds,1,2,1,10.75,88.69,2
Bets,0,2,0,0.75,45.83,3
Checks,0,0,0,0.75,33.7,3
Folds,0,2,1,10.75,33.7,3
Calls,0,1,1,4.25,113.52,3
Bets,0,1,0,3.75,12.33,3
Checks,0,0,0,3.75,18.0,3
Folds,0,2,1,4.75,18.0,3
Checks,0,1,0,1.25,55.6,2
Checks,0,0,0,1.25,24.2,2
Bets,0,1,0,3.5,14.0,1
Checks,0,0,0,3.5,43.43,1
Calls,0,1,1,8.0,38.93,1
Checks,0,0,0,3.75,49.76,2
Folds,0,1,1,7.75,49.76,2
Bets,0,1,0,3.75,97.79,2
Checks,0,1,0,0.25,97.9,2
Checks,0,0,0,0.25,34.58,2
Bets,0,0,0,1.25,36.72,2
Calls,0,0,2,3.75,35.22,2
Raises,0,0,1,1.75,47.01,2
Calls,0,0,1,30.25,14.469999999999999,2
Bets,0,0,0,20.25,85.34,2
Calls,0,0,1,4.0,90.35,2
Bets,0,0,0,3.5,37.78,2
Bets,0,0,0,8.25,40.16,2
Folds,0,0,1,17.25,120.09,2
Checks,0,0,0,0.5,27.13,2
Folds,0,1,1,10.0,27.13,2
Bets,0,1,0,0.5,32.73,2
Checks,0,0,0,1.5,13.22,2
Checks,0,1,0,1.5,56.46,2
Bets,0,0,0,0.25,104.28,3
Calls,0,0,1,1.25,98.0,3
Bets,0,1,0,6.25,31.5,2
Checks,0,0,0,6.25,43.3,2
Folds,0,1,1,13.25,43.3,2
Bets,0,1,0,2.5,12.25,1
Checks,0,0,0,2.5,95.15,1
Folds,0,1,1,5.5,95.15,1
Bets,0,1,0,1.25,17.5,2
Checks,0,0,0,1.25,33.4,2
Folds,0,1,1,3.25,33.4,2
Bets,0,0,0,4.25,45.4,2
Folds,0,0,2,11.25,45.4,2
Raises,0,0,1,4.75,10.5,2
Checks,0,0,0,3.25,53.7,2
Checks,0,1,0,3.25,43.4,2
Checks,0,0,0,1.25,103.65,2
Checks,0,1,0,1.25,19.5,2
Checks,0,0,0,6.25,15.2,2
Checks,0,1,0,6.25,9.72,2
Folds,0,0,1,1.5,37.3,2
Bets,0,0,0,0.5,48.97,2
Checks,0,0,0,0.25,240.66,2
Checks,0,1,0,0.25,19.66,2
Bets,0,0,0,2.25,237.11,2
Calls,0,0,1,6.25,13.91,2
Bets,0,0,0,0.25,20.76,2
Folds,0,0,1,0.75,57.17,2
Bets,0,0,0,0.25,236.36,2
Folds,0,0,1,0.75,24.31,2
Checks,0,0,0,0.25,21.46,2
Checks,0,1,0,0.25,58.42,2
Folds,0,0,1,13.25,103.22,2
Bets,0,0,0,8.25,27.700000000000003,2
Bets,0,0,0,7.0,15.75,2
Calls,0,0,1,8.0,152.88,2
Bets,0,0,0,0.25,12.75,2
Calls,0,0,1,0.75,19.5,2
Checks,0,0,0,2.75,44.8,2
Folds,0,1,1,4.25,44.8,2
Bets,0,1,0,2.75,16.45,2
Checks,0,0,0,0.25,20.95,2
Checks,0,1,0,0.25,58.95,2
Bets,0,1,0,6.5,14.0,1
Checks,0,0,0,6.5,18.1,1
Calls,0,1,1,7.0,17.6,1
Checks,0,1,0,18.0,83.18,2
Checks,0,0,0,18.0,26.130000000000003,2
Checks,0,0,0,0.5,17.25,1
Checks,0,1,0,0.5,20.45,1
Folds,0,0,1,3.25,46.02,2
Bets,0,0,0,1.25,16.75,2
Checks,0,0,0,9.25,34.95,2
Checks,0,1,0,9.25,15.399999999999999,2
Bets,0,1,0,4.5,43.02,3
Calls,0,1,1,5.5,31.950000000000003,3
Checks,0,0,0,4.5,22.9,3
Folds,0,2,1,6.5,22.9,3
Checks,0,0,0,0.25,42.27,2
Checks,0,1,0,0.25,38.85,2
Checks,0,2,0,0.5,20.0,2
Checks,0,0,0,0.5,98.9,2
Checks,0,1,0,0.5,23.05,2
Checks,0,0,0,10.25,142.94,2
Calls,0,1,1,17.25,135.94,2
Bets,0,1,0,10.25,87.0,2
Checks,0,0,0,16.0,25.3,1
Checks,0,1,0,16.0,30.700000000000003,1
Checks,0,0,0,0.25,21.05,2
Checks,0,1,0,0.25,21.7,2
Bets,0,0,0,8.25,8.899999999999999,2
Folds,0,0,1,17.25,153.56,2
Checks,0,0,0,0.25,21.66,2
Folds,0,1,1,0.75,21.66,2
Bets,0,1,0,0.25,12.45,2
Checks,0,1,0,8.25,16.5,2
Checks,0,0,0,8.25,12.21,2
Bets,0,0,0,9.25,15.8,2
Calls,0,0,1,9.75,6.960000000000001,2
Checks,0,1,0,4.0,27.2,1
Checks,0,0,0,4.0,53.68,1
Checks,0,0,0,17.25,11.45,2
Folds,0,1,1,28.25,11.45,2
All-In,0,1,0,17.25,0.5,2
Checks,0,0,0,2.25,18.4,2
Checks,0,1,0,2.25,19.1,2
Checks,0,1,0,2.25,73.4,2
Checks,0,0,0,2.25,49.0,2
Folds,0,0,1,5.25,63.7,2
Bets,0,0,0,3.25,15.7,2
Checks,0,2,0,1.0,44.71,2
Checks,0,1,0,1.0,27.85,2
Checks,0,0,0,1.0,29.84,2
Bets,0,1,0,7.25,73.83,2
Calls,0,1,2,20.75,69.33,2
Checks,0,0,0,7.25,71.1,2
Raises,0,1,1,11.75,62.099999999999994,2
Checks,0,2,0,0.75,121.3,3
Checks,0,1,0,0.75,101.75,3
Checks,0,0,0,0.75,19.0,3
Bets,0,0,0,3.0,124.97,1
Calls,0,0,1,5.0,22.75,1
Bets,0,1,0,16.75,84.0,2
Checks,0,0,0,16.75,55.38,2
Calls,0,1,1,25.25,46.88,2
Checks,0,0,0,0.25,49.71,2
Folds,0,1,1,0.75,49.71,2
Bets,0,1,0,0.25,16.4,2
Calls,0,0,1,17.5,19.85,1
Bets,0,0,0,8.5,15.2,1
Checks,0,1,0,0.25,48.03,3
Checks,0,0,0,0.25,14.27,3
Checks,0,1,0,0.75,57.35,3
Folds,1,2,1,2.25,57.35,2
Bets,0,2,0,0.75,20.65,3
Checks,0,0,0,0.75,18.7,3
Folds,0,2,1,2.25,18.7,3
Bets,0,0,0,27.75,15.100000000000001,2
All-In,0,0,1,56.25,-8.881784197001252e-16,2
Checks,0,0,0,3.25,23.0,2
Checks,0,1,0,3.25,34.0,2
Checks,0,0,0,0.25,17.7,2
Checks,0,1,0,0.25,20.0,2
Folds,0,0,1,12.75,18.19,2
Bets,0,0,0,6.0,13.899999999999999,2
Bets,0,1,0,5.25,33.95,2
Checks,0,0,0,5.25,60.2,2
Folds,0,1,1,8.25,60.2,2
Checks,0,1,0,3.25,23.76,2
Checks,0,0,0,3.25,17.75,2
Bets,0,1,0,1.75,20.3,2
Checks,0,0,0,1.75,37.9,2
Folds,0,1,1,2.25,37.9,2
Checks,0,1,0,17.25,13.55,2
Checks,0,0,0,17.25,83.23,2
Bets,0,1,0,8.25,16.9,3
Checks,0,0,0,8.25,78.98,3
Folds,0,1,1,17.25,78.98,3
Checks,0,1,0,4.0,13.05,1
Checks,0,0,0,4.0,14.14,1
Bets,0,1,0,0.25,54.19,2
Checks,0,0,0,0.25,69.87,2
Calls,0,1,1,0.75,69.37,2
Bets,0,0,0,1.25,59.69,2
Calls,0,0,1,1.75,99.13,2
Bets,0,1,0,7.75,50.24,2
Checks,0,0,0,7.75,10.28,2
Folds,0,1,1,11.25,10.28,2
Bets,0,1,0,0.5,13.15,2
Checks,0,0,0,0.5,20.0,2
Folds,0,1,1,1.75,20.0,2
Checks,0,0,0,0.25,14.85,2
Checks,0,1,0,0.25,98.44,2
Checks,0,0,0,0.25,45.85,2
Checks,0,1,0,0.25,101.84,2
Checks,0,0,0,3.75,38.3,2
Checks,0,1,0,3.75,44.94,2
Checks,0,1,0,8.05,96.17999999999999,2
Checks,0,0,0,8.05,58.25,2
Bets,0,0,0,10.5,31.549999999999997,1
Calls,0,0,1,13.5,41.71,1
Bets,0,1,0,2.5,85.35,1
Checks,0,0,0,2.5,97.5,1
Folds,0,1,1,5.5,97.5,1
Raises,1,0,1,1.5,97.48,1
Bets,1,0,0,1.0,125.13,1
Folds,1,0,2,4.5,125.13,1
Folds,0,0,0,1.0,19.5,2
Checks,0,0,0,4.5,48.35,2
Folds,0,1,1,7.12,48.35,2
Bets,0,1,0,4.5,22.279999999999998,2
Calls,0,0,1,0.75,49.15,2
Bets,0,0,0,0.25,29.4,2
Checks,0,0,0,0.5,14.53,2
Folds,0,1,1,2.0,14.53,2
Bets,0,1,0,0.5,49.79,2
Checks,0,1,0,2.0,12.18,1
Checks,0,0,0,2.0,57.57,1
Raises,0,0,1,3.75,43.57,2
Bets,0,0,0,2.75,43.24,2
Folds,0,0,2,10.25,43.24,2
Bets,0,0,0,0.5,53.07,2
Folds,0,0,1,1.75,42.49,2
Checks,0,1,0,1.75,16.5,2
Checks,0,0,0,1.75,19.25,2
Folds,0,0,1,5.25,15.5,2
Bets,0,0,0,2.25,35.25,2
Folds,0,0,1,0.75,40.85,2
Bets,0,0,0,0.25,20.15,2
Folds,0,0,1,16.0,35.85,1
Bets,0,0,0,7.5,8.0,1
Bets,0,0,0,2.25,64.15,2
Calls,0,0,2,10.0,61.400000000000006,2
Raises,0,0,1,4.75,94.25,2
Folds,0,0,1,20.25,59.15,2
Bets,0,0,0,9.75,88.85,2
Bets,0,0,0,2.25,45.15,2
Folds,0,0,1,8.25,108.1,2
Checks,0,1,0,0.25,25.05,2
Checks,0,0,0,0.25,108.6,2
Checks,0,0,0,20.25,26.450000000000003,2
Folds,0,1,1,23.25,26.450000000000003,2
Bets,0,1,0,20.25,34.8,2
Folds,0,0,1,14.25,24.65,2
Bets,0,0,0,6.75,41.05,2
Checks,0,0,0,1.25,23.83,2
Folds,0,1,1,3.25,23.83,2
Bets,0,1,0,1.25,31.42,2
Bets,0,0,0,6.25,34.21,2
Folds,0,0,1,13.25,91.25,2
Bets,0,1,0,8.25,29.1,2
Checks,0,0,0,8.25,54.86,2
Folds,0,1,1,18.25,54.86,2
Calls,0,0,1,23.25,34.4,2
All-In,0,0,0,21.75,0.25,2
Folds,0,0,1,4.25,35.3,2
Bets,0,0,0,2.75,66.08,2
Checks,0,0,0,6.75,55.5,2
Calls,0,1,1,11.25,51.0,2
Bets,0,1,0,6.75,58.599999999999994,2
Bets,0,0,0,30.25,61.0,2
Calls,0,0,1,49.75,24.1,2
Checks,0,0,0,8.25,18.56,2
Folds,0,1,1,12.75,18.56,2
Bets,0,1,0,8.25,24.740000000000002,2
Folds,0,1,1,30.25,6.5,3
Bets,0,1,0,24.75,5.559999999999999,3
All-In,1,1,2,42.25,0.4999999999999991,2
Checks,0,0,0,24.75,29.04,3
Raises,1,1,1,30.25,17.04,2
Checks,0,1,0,3.25,81.71,2
Checks,0,0,0,3.25,91.95,2
Bets,0,0,0,2.25,17.3,2
Calls,0,0,1,3.25,29.1,2
Checks,0,2,0,3.75,17.15,3
Checks,0,0,0,3.75,18.7,3
Checks,0,1,0,3.75,28.55,3
Checks,0,1,0,0.5,42.6,1
Checks,0,0,0,0.5,79.35,1
Checks,0,1,0,0.25,56.42,2
Checks,0,0,0,0.25,78.35,2
Checks,0,1,0,6.0,11.65,2
Checks,0,0,0,6.0,92.98,2
Folds,0,0,1,5.25,63.55,2
Bets,0,0,0,2.25,59.95,2
Checks,0,0,0,10.5,92.18,2
Calls,0,1,1,16.0,86.68,2
Bets,0,1,0,10.5,54.55,2
Checks,0,1,0,29.25,52.150000000000006,2
Checks,0,0,0,29.25,73.23,2
Bets,0,1,0,8.25,48.8,2
Checks,0,0,0,8.25,63.650000000000006,2
Folds,0,1,1,13.25,63.650000000000006,2
Checks,0,0,0,0.25,17.5,2
Checks,0,1,0,0.25,63.4,2
Checks,0,0,0,0.5,126.45,2
Checks,0,1,0,0.5,24.95,2
Checks,0,0,0,3.75,18.5,2
Checks,0,1,0,3.75,22.24,2
Checks,0,0,0,2.75,21.05,2
Calls,0,1,1,5.75,18.05,2
Bets,0,1,0,2.75,110.55,2
Checks,0,1,0,3.25,35.32,2
Checks,0,0,0,3.25,50.63,2
Bets,0,0,0,16.0,92.75,1
Folds,0,0,1,23.5,91.7,1
Checks,0,0,0,14.5,31.049999999999997,1
Checks,0,1,0,14.5,88.74,1
Calls,0,0,1,8.25,8.83,2
Bets,0,0,0,5.25,34.96,2
Calls,0,0,1,30.25,54.599999999999994,2
Bets,0,0,0,19.25,26.42,2
Checks,0,0,0,0.25,19.2,2
Checks,0,1,0,0.25,73.88,2
Checks,0,0,0,19.25,30.689999999999998,2
Checks,0,1,0,19.25,102.62,2
Checks,0,1,0,12.25,96.62,2
Checks,0,0,0,12.25,106.57,2
Checks,0,2,0,2.5,45.31,2
Checks,0,1,0,2.5,129.82,2
Checks,0,0,0,2.5,19.59,2
Bets,0,0,0,1.25,126.32,2
Folds,0,0,1,4.25,20.94,2
Bets,0,1,0,2.75,25.93,2
Checks,0,0,0,2.75,141.71,2
Folds,0,1,1,6.25,141.71,2
Checks,0,0,0,0.25,32.78,2
Calls,0,1,1,2.25,30.78,2
Bets,0,1,0,0.25,139.46,2
Folds,0,1,1,2.75,34.78,3
Checks,0,0,0,0.75,138.71,3
Folds,1,1,1,2.75,138.71,2
Bets,0,1,0,0.75,113.35,3
Bets,0,0,0,10.25,25.93,2
Folds,0,0,1,15.25,111.55,2
Checks,0,0,0,2.5,18.5,1
Checks,0,1,0,2.5,38.5,1
Calls,0,0,1,6.75,25.92,2
Bets,0,0,0,3.0,37.91,2
Folds,0,0,1,6.5,5.4,1
Bets,0,0,0,3.0,23.24,1
Calls,0,0,1,25.75,19.0,2
Bets,0,0,0,22.25,82.34,2
Bets,0,1,0,5.5,23.65,1
Checks,0,0,0,5.5,111.28,1
Calls,0,1,1,11.5,105.28,1
Bets,0,0,0,5.25,4.15,2
Folds,0,0,1,11.25,106.35,2
Checks,0,1,0,14.75,16.75,2
Checks,0,0,0,14.75,47.61,2
Checks,0,1,0,0.5,45.15,2
Checks,0,0,0,0.5,23.8,2
Bets,0,1,0,2.75,9.1,2
Checks,0,0,0,2.75,104.6,2
Folds,0,1,1,7.75,104.6,2
Bets,0,1,0,1.25,12.45,2
Checks,0,0,0,1.25,50.8,2
Folds,0,1,1,5.75,50.8,2
Checks,0,1,0,8.5,42.69,1
Checks,0,0,0,8.5,29.549999999999997,1
Checks,0,1,0,0.25,31.3,2
Checks,0,0,0,0.25,18.75,2
Checks,0,0,0,0.75,31.5,3
Folds,1,1,1,2.25,31.5,2
Folds,0,1,1,2.25,18.0,3
Bets,0,1,0,0.75,23.68,3
Folds,0,0,1,26.25,121.38999999999999,2
Bets,0,0,0,14.25,77.5,2
Calls,0,0,1,3.75,44.83,2
Bets,0,0,0,3.25,22.81,2
Checks,0,1,0,0.25,138.86,2
Checks,0,0,0,0.25,44.1,2
All-In,0,1,0,63.75,0.0,2
Checks,0,0,0,63.75,28.0,2
All-In,0,1,1,95.15,0.5,2
Bets,0,1,0,0.5,121.45,2
