action,FOLD,CALL/CHECK,BETS/RAISE,pot,stack,active player
Checks,0,1,0,0.25,49.48,2
Folds,0,0,0,0,50.83,2
Folds,0,0,0,0,37.22,2
Folds,0,0,1,1.25,36.97,2
Raises,0,0,0,0,49.58,2
Raises,0,0,0,0,35.22,2
Calls,0,0,1,1.25,50.33,2
Folds,0,0,1,1.25,37.82,2
Raises,0,0,0,0,48.58,2
Raises,0,0,0,0,36.07,2
Folds,0,0,1,1.25,50.33,2
Folds,0,0,1,1.25,37.82,2
Raises,0,0,0,0,48.58,2
Raises,0,0,0,0,36.07,2
Folds,0,0,1,1.25,50.33,2
Folds,0,0,0,0,49.83,2
Folds,0,0,0,0,38.07,2
Calls,0,0,1,1.25,36.82,2
Raises,0,0,0,0,48.58,2
Calls,0,0,0,0,30.07,2
Checks,0,1,0,0.25,56.83,2
Raises,0,0,1,1.25,26.77,2
Raises,0,0,0,0,55.08,2
Calls,0,0,2,5.25,52.08,2
Raises,0,0,0,0,25.02,2
Folds,0,0,1,1.25,60.38,2
Calls,0,0,1,1.25,25.77,2
Raises,0,0,0,0,58.63,2
Calls,0,0,0,0,26.27,2
Checks,0,1,0,0.25,59.63,2
Folds,0,0,1,1.25,27.87,2
Raises,0,0,0,0,56.88,2
Raises,0,0,0,0,26.12,2
Folds,0,0,1,1.25,58.63,2
Raises,0,0,1,1.25,23.87,2
Raises,0,0,0,0,56.88,2
Folds,0,0,2,5.25,56.88,2
Raises,0,0,0,0,28.12,2
Folds,0,0,1,1.25,56.63,2
Folds,0,0,1,1.25,29.87,2
Raises,0,0,0,0,54.88,2
Calls,0,0,0,0,29.12,2
Checks,0,1,0,0.25,56.63,2
Folds,0,0,0,0,57.98,2
Raises,0,0,0,0,26.87,2
Folds,0,0,1,1.25,57.73,2
Calls,0,0,1,1.25,27.62,2
Raises,0,0,0,0,55.98,2
Calls,0,0,0,0,35.37,2
Checks,0,1,0,0.25,49.73,2
Folds,0,0,1,1.25,35.12,2
Raises,0,0,0,0,48.93,2
Raises,0,0,0,0,33.37,2
Calls,0,0,1,1.25,49.68,2
Folds,0,0,1,1.25,35.97,2
Raises,0,0,0,0,47.93,2
Calls,0,0,0,0,35.22,2
Checks,0,1,0,0.25,49.68,2
Folds,0,0,0,0,49.18,2
Folds,0,0,0,0,36.17,2
Raises,0,0,1,1.25,31.92,2
Raises,0,0,0,0,47.93,2
Calls,0,0,2,5.25,44.93,2
Calls,0,0,0,0,27.17,2
Checks,0,1,0,0.25,57.18,2
Calls,0,0,1,1.25,26.87,2
Raises,0,0,0,0,55.43,2
Calls,0,0,0,0,28.97,2
Checks,0,1,0,0.25,55.18,2
Calls,0,0,1,1.25,27.72,2
Raises,0,0,0,0,54.38,2
Calls,0,0,0,0,17.72,2
Folds,0,1,1,29.25,17.72,2
Raises,0,1,0,0.25,36.879999999999995,2
Folds,0,0,0,0,66.38,2
Calls,0,0,0,0,17.47,2
Checks,0,1,0,0.25,66.13,2
Folds,0,0,0,0,67.48,2
Raises,0,0,0,0,15.219999999999999,2
Folds,0,0,1,1.25,67.23,2
Calls,0,0,1,0.75,16.47,2
Raises,0,0,0,0,65.98,2
All-In,0,0,0,0,0.25,2
Folds,0,0,1,7.72,75.23,2
Folds,0,0,0,0,74.73,2
Calls,0,0,0,0,38.47,2
Checks,0,1,0,0.25,74.48,2
Folds,0,0,0,0,76.73,2
Folds,0,0,0,0,36.47,2
Folds,0,0,0,0,76.73,2
Raises,0,0,0,0,35.22,2
Folds,0,0,1,1.25,76.48,2
Folds,0,0,0,0,75.98,2
Calls,0,0,0,0,36.97,2
Checks,0,1,0,0.25,75.73,2
Folds,0,0,1,1.25,35.22,2
Raises,0,0,0,0,76.28,2
Calls,0,0,0,0,34.47,2
Checks,0,1,0,0.25,78.03,2
Folds,0,0,1,1.25,35.17,2
